,Nome,Parte edibile,Acqua,Energia,Energia.1,Proteine totali,Proteine animali,Proteine vegetali,Lipidi totali,Lipidi animali,Lipidi vegetali,Lipidi saturi,Acido oleico,Monoinsaturi totali,Acido linoleico,Acido linolenico,Altri polinsaturi,Polinsaturi totali,Colesterolo,Glucidi dispon.,Amido,Glucidi solubili,Fibra alimentare ,Alcool,Fe,Ca,Na,K,P,Zn,B1,B2,Niacina,Vit. C,Vit. B6,Acido Folico,Retinolo equivalenti,Vit. A,b-carotene,Vit. E,Vit. D,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
98,CAFFE' SOLUBILE DECAFFEINATO,100,"3,2",224,937,"13,9",0,"13,9","0,2",0,"0,2","0,1","0,02","0,02","0,09","0,01",0,"0,1",0,"42,6","17,4","25,2",0,0,"3,8",140,23,4,286,"0,1","0,01","1,36","28,1",0,"0,03",0,0,0,0,0,0,,,,
99,CAFFE' SOLUBILE,100,"3,4",223,933,"20,4",0,"20,4",0,0,0,0,0,0,0,0,0,0,0,"41,1","16,8","24,3",0,0,"4,6",140,81,3780,310,"1,1","0,04","0,21","24,8",0,"0,02",11,0,0,0,0,0,,,,
100,CALAMARO,65,80,68,285,"12,6","12,6",0,"1,7","1,7",0,"0,3","0,1","0,2","0,1",0,"0,4","0,5",222,"0,6",0,0,0,0,0,144,425,93,189,"1,1","0,07","0,16","1,2",0,"0,69",13,75,75,0,"1,2",0,,,,
101,CAMEMBERT,100,"50,7",297,1243,"20,9","20,9",0,"23,7","23,7",0,"14,91","5,62","6,86","0,44","0,26",0,"0,7",75,0,0,0,0,0,"0,2",350,650,100,310,"2,7","0,05","0,52","0,9",0,"0,22",102,283,230,315,"0,65","0,18",,,,
102,CANDITI,100,17,283,1184,"0,5",0,"0,5",0,0,0,0,0,0,0,0,0,0,0,75,0,75,"4,5",0,"1,5",60,27,24,7,"0,1","0,05","0,04","0,5",0,0,0,8,0,48,0,0,,,,
103,CANNELLA,100,10,252,1054,"3,9",0,"3,9","3,2",0,"3,2","0,65","0,45","0,48","0,53",0,0,"0,53",0,"55,5",0,"55,5","24,4",0,"38,1",1228,26,500,61,2,"0,08","0,14","1,3",28,"0,25",0,26,0,156,"0,01",0,,,,
104,CANNOLI ALLA CREMA,100,"33,7",369,1544,"6,2",4,"2,2","20,7","20,3","0,4","9,9","5,99","6,78","1,3","0,22","0,06","1,56",189,"42,2","31,3","10,9","1,1",0,"1,3",52,250,130,0,"0,5",0,0,0,0,"0,07",10,0,0,0,"0,89","0,72",,,,
105,CAPOCOLLO,100,"36,3",450,1883,"20,8","20,8",0,"40,2","40,2",0,"18,39","11,09","12,49","7,31","0,06",0,"7,37",66,"1,4",0,"1,4",0,0,1,25,1335,320,263,3,"0,7","0,2",6,0,"0,36",3,0,0,0,"0,23",0,,,,
106,CAPPERI SOTT'ACETO,100,"93,7",20,84,"2,6",0,"2,6","0,1",0,"0,1","0,01","0,01","0,01","0,01","0,01",0,"0,01",0,"2,1",0,"2,1","1,5",0,"0,9",19,1517,240,20,"0,2","0,03",0,"0,4",17,"0,07",38,0,0,0,0,0,,,,
107,CAPRETTO,75,"74,8",122,510,"19,2","19,2",0,5,5,0,"1,54","2,03","2,23","0,22","0,04","0,13","0,39",56,0,0,0,0,0,1,9,82,385,220,2,"0,25","0,1","5,7",0,"0,3",5,0,0,0,"0,09","0,4",,,,
108,CAPRIOLO  COSCIA,100,"74,4",103,431,"22,2","22,2",0,"1,6","1,6",0,"0,63","0,42","0,44","0,2","0,05","0,07","0,31",50,0,0,0,0,0,"3,3",5,55,340,210,"2,4","0,22","0,25","6,4",0,"0,37",4,0,0,0,"0,2","0,4",,,,
109,CAPRIOLO  SCHIENA,30,"72,2",122,510,"22,4","22,4",0,"3,6","3,6",0,"1,41","0,94",1,"0,46","0,1","0,15","0,7",85,"0,6",0,"0,6",0,0,3,25,84,342,220,"3,2","0,22","0,25","6,4",0,"0,37",4,0,0,0,"0,76","0,4",,,,
110,CARAMELLE ALLA FRUTTA,100,"9,1",327,1368,"2,8",0,"2,8",0,0,0,0,0,0,0,0,0,0,0,"84,2","3,4","59,3",0,0,"0,4",28,33,28,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,
111,CARAMELLE ALLA MENTA,100,"0,2",393,1644,"0,5",0,"0,5","0,7",0,"0,7","0,18","0,02","0,02","0,05","0,32",0,"0,38",0,"102,7",0,"102,7",0,0,"0,2",7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
112,CARAMELLE DURE,100,"2,7",343,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,6",0,"91,6",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
113,CARAMELLE MORBIDE,100,"4,8",430,1799,"2,1","2,1",0,"17,2","17,2",0,"10,71","4,33","4,97","0,39","0,25",0,"0,64",17,"71,1","1,1",70,0,0,"1,5",95,320,210,64,"0,3",0,0,0,0,0,0,0,0,0,0,0,,,,
114,CARCIOFI,34,84,22,92,"2,7",0,"2,7","0,2",0,"0,2","0,05","0,01","0,01","0,06","0,02",0,"0,08",0,"2,5","0,6","1,9","5,5",0,1,86,133,376,67,"0,8","0,06","0,1","0,5",12,"0,03",68,18,0,108,"0,19",0,,,,
115,CARCIOFINI SOTT'ACETO,100,"84,4",18,75,"2,9",0,"2,9","0,2",0,"0,2","0,05","0,01","0,01","0,06","0,02",0,"0,09",0,"2,7",0,"1,3","5,5",0,"0,5",44,821,330,40,"0,5",0,"0,02",1,1,"0,02",50,15,0,90,"0,19",0,,,,
116,CARCIOFINI SOTT'OLIO,100,83,68,285,"1,8",0,"1,8","5,7",0,"5,7","0,67","1,83","1,85","2,81","0,04",0,"2,85",0,"2,6","1,5","1,1","3,3",0,1,44,1053,146,63,"0,5","0,06","0,09","0,5",0,"0,03",64,17,0,102,"2,98",0,,,,
117,CARDI,70,"94,3",10,42,"0,6",0,"0,6","0,1",0,"0,1","0,01","0,02","0,02","0,04",0,0,"0,04",0,"1,7","0,2","1,5","1,5",0,"0,2",96,23,293,11,"0,2","0,02","0,04","0,2",4,"0,04",28,0,0,0,"0,19",0,,,,
118,CAROTE,95,"91,6",33,138,"1,1",0,"1,1",0,0,0,0,0,0,0,0,0,0,0,"7,6",0,"7,6","3,1",0,"0,7",44,95,220,37,"0,4","0,04","0,04","0,7",4,"0,12",10,1148,0,6888,"0,46",0,,,,
119,CARPA,50,"72,4",140,586,"18,9","18,9",0,"7,1","7,1",0,"1,37","1,46","2,95","0,66","0,34","0,82","1,81",70,0,0,0,0,0,1,34,50,286,220,"1,7","0,07","0,04","1,5",1,"0,22",17,44,44,0,"0,93","10,6",,,,
120,CASTAGNE,69,41,189,791,"3,5",0,"3,5","1,8",0,"1,8","0,31","0,66","0,67","0,65","0,07",0,"0,72",0,"42,4","34,3","8,1",9,0,"1,2",38,11,500,89,"1,8","0,22","0,35","1,4",0,"0,42",62,0,0,0,"0,98",0,,,,
121,CASTRATO,"76,66666667","64,5",227,"949,6666667","16,76666667","16,76666667",0,"17,76666667","17,76666667",0,"8,23","6,223333333","6,436666667","0,406666667","0,406666667",0,"0,81","74,66666667",0,0,0,0,0,"1,9",9,"65,66666667","296,6666667",174,"2,9","0,14","0,19","4,666666667",0,"0,28","6,333333333","8,666666667","8,666666667",0,"0,113333333","0,466666667",,,,
122,CAVALLO,100,"74,1",113,473,"21,7","21,7",0,"2,7","2,7",0,"0,97","0,9","1,11","0,18","0,27","0,12","0,57",52,"0,5",0,"0,5",0,0,"3,2",10,44,330,230,"2,1","0,1","0,12","4,6",0,"0,38",8,0,0,0,"0,48","0,6",,,,
123,CAVALLO  CUORE,100,73,146,611,"18,7","18,7",0,"7,7","7,7",0,"2,41","2,18","2,69","0,49","0,6",0,"1,09",150,"0,6",0,"0,6",0,0,5,9,95,320,214,"1,8","0,51","0,91","7,1",5,"0,23",4,0,0,0,"0,45",1,,,,
124,CAVALLO  FEGATO,100,"67,8",145,607,"22,4","22,4",0,4,4,0,"1,47","0,54","0,64","0,22","0,07","0,55","0,84",300,"5,3",0,"5,3",0,0,9,8,81,320,358,4,"0,3","2,88","14,7",30,"0,83",330,11000,10804,1172,"0,42","1,1",,,,
125,CAVIALE,100,48,252,1054,"18,9","18,9",0,"18,8","18,8",0,"4,26","3,32","4,86","0,09","0,02","7,68","7,78",588,"1,9",0,"1,9",0,0,"11,9",275,1500,181,356,1,"0,19","0,62","0,1",0,"0,32",50,560,560,0,7,"5,87",,,,
126,CAVOLFIORE,66,"90,5",25,105,"3,2",0,"3,2","0,2",0,"0,2","0,03","0,01","0,01","0,02","0,06",0,"0,08",0,"2,7","0,3","2,4","2,4",0,"0,8",44,8,350,69,"0,7","0,1","0,1","1,2",59,"0,23",54,0,0,0,"0,18",0,,,,
127,CAVOLI DI BRUXELLES,76,"85,7",37,155,"4,2",0,"4,2","0,5",0,"0,5","0,1","0,03","0,04","0,08","0,17","0,02","0,26",0,"4,3",1,"3,3","5,2",0,"1,1",51,10,380,50,"0,5","0,08","0,14","0,7",81,"0,37",135,220,0,1320,1,0,,,,
128,CAVOLO BROCCOLO VERDE RAMOSO,72,89,24,100,"3,4",0,"3,4","0,3",0,"0,3","0,05","0,02","0,02","0,03","0,11",0,"0,14",0,2,0,2,"3,1",0,"1,2",72,12,340,74,"0,6","0,08","0,21","1,8",77,"0,14",90,123,0,738,"1,3",0,,,,
129,CAVOLO CAPPUCCIO ROSSO,94,"92,3",20,84,"1,9",0,"1,9","0,2",0,"0,2","0,03","0,01","0,01","0,04","0,05","0,01","0,1",0,"2,7",0,"2,7",1,0,1,60,32,300,24,"0,3","0,06","0,05","0,6",52,"0,07",32,0,0,0,"0,17",0,,,,
130,CAVOLO CAPPUCCIO VERDE,93,"92,2",19,79,"2,1",0,"2,1","0,1",0,"0,1","0,01","0,01","0,01","0,02","0,03",0,"0,05",0,"2,5",0,"2,5","2,9",0,"1,1",60,23,260,29,"0,2","0,06","0,04","0,6",47,"0,17",59,19,0,114,"0,15",0,,,,
131,CECI SECCHI,100,13,334,1397,"21,8",0,"21,8","4,9",0,"4,9","0,63","1,35","1,36","2,59","0,1",0,"2,69",0,"54,3","50,6","3,7","13,8",0,"6,1",117,6,800,299,"3,3","0,36","0,14","1,7",5,"0,53",180,30,0,180,"2,61",0,,,,
132,CECI IN SCATOLA,100,78,56,234,"4,3",0,"4,3","1,4",0,"1,4","0,18","0,38","0,39","0,74","0,03",0,"0,77",0,"7,2","5,8","1,4","8,1",0,"1,5",41,336,96,55,"0,5","0,03","0,02","0,1",0,"0,03",7,2,0,14,"1,05",0,,,,
133,CEDRO CANDITO,100,17,187,782,"0,1",0,"0,1","0,2",0,"0,2","0,02","0,03","0,04","0,03","0,01",0,"0,04",0,"49,4",0,"49,4","3,3",0,"1,1",55,27,24,6,"0,1",0,0,"0,9",2,0,0,1,0,7,0,0,,,,
134,CEFALO,55,"73,4",127,531,"15,8","15,8",0,"6,8","6,8",0,"1,78","0,82","1,57","0,39",0,"1,67","2,06",61,"0,7",0,"0,7",0,0,"1,8",26,65,350,220,"0,4","0,06","0,1","7,3",0,"0,43",9,17,17,0,1,"0,8",,,,
135,MUGGINE,55,"73,4",127,531,"15,8","15,8",0,"6,8","6,8",0,"1,78","0,82","1,57","0,39",0,"1,67","2,06",61,"0,7",0,"0,7",0,0,"1,8",26,65,350,220,"0,4","0,06","0,1","7,3",0,"0,43",9,17,17,0,1,"0,8",,,,
136,CEREALI,100,"5,8",342,1431,"10,7",0,"10,7",2,0,2,"0,46","0,22","0,22","1,16","0,06",0,"1,22",0,"74,9","68,5","6,4","11,6",0,6,35,370,370,290,2,"0,7",1,10,0,"0,22",50,0,0,0,"1,03",0,,,,
137,CERNIA,"59,33333333","76,83333333","97,66666667","408,6666667","16,83333333","16,83333333",0,"3,133333333","3,133333333",0,"0,716666667","0,443333333","0,623333333","0,036666667","0,033333333","0,92","0,986666667","36,66666667","0,6",0,"0,6",0,0,"0,3","22,33333333",75,408,"125,6666667","0,5","0,09","0,093333333","1,3",0,"0,3",9,"14,33333333","14,33333333",0,"0,5","3,666666667",,,,
138,CERTOSINO,100,57,268,1121,"17,5","17,5",0,22,22,0,"13,65","6,02","7,12","0,45","0,32",0,"0,78",90,0,0,0,0,0,"0,3",440,430,125,263,"1,4","0,05","0,36","0,1",0,"0,08",19,293,275,105,"0,24","0,17",,,,
139,CETRIOLI,77,"96,5",14,59,"0,7",0,"0,7","0,5",0,"0,5","0,17","0,01","0,01","0,12","0,11",0,"0,23",0,"1,8",0,"1,8","0,6",0,"0,3",16,13,140,17,"0,1","0,02","0,03","0,6",11,"0,04",9,0,0,0,"0,07",0,,,,
140,CETRIOLINI SOTT'ACETO,67,"92,8",14,59,"0,9",0,"0,9","0,1",0,"0,1","0,03",0,0,"0,02","0,02",0,"0,04",0,"2,6","0,2","2,4","1,2",0,"0,7",20,690,110,22,"0,3",0,"0,02","0,1",1,"0,01",6,0,0,2,"0,07",0,,,,
141,CHAMPAGNE,100,"86,8",76,318,"0,3",0,"0,3",0,0,0,0,0,0,0,0,0,0,0,"1,4",0,"1,4",0,"9,9","0,5",3,4,57,7,0,0,"0,01","0,1",0,"0,02",0,0,0,0,0,0,,,,
142,CHEDDAR,100,"38,5",381,1594,25,25,0,31,31,0,"18,52","7,64","8,52","0,5","0,38",0,"0,88",100,"0,5",0,"0,5",0,0,"0,5",810,610,120,545,"2,3","0,01","0,45","0,1",0,"0,1",33,420,376,260,"0,5","0,26",,,,
143,CHERRY BRANDY,100,0,255,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,6",0,"32,6",0,19,"0,1",5,12,34,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,
144,CICCIOLI,100,12,523,2188,"40,8","40,8",0,40,40,0,"16,14","16,33","17,86","2,68","0,22",0,"2,9",70,0,0,0,0,0,"1,4",30,1470,230,235,"1,6","0,22","0,19",2,0,"0,27",2,0,0,0,"0,08",0,,,,
145,CICORIA,80,"93,4",10,42,"1,4",0,"1,4","0,2",0,"0,2","0,05",0,0,"0,07","0,01",0,"0,09",0,"0,7",0,"0,7","3,6",0,"0,7",74,14,236,31,"0,2","0,03","0,19","0,3",17,"0,01",16,219,0,1314,"0,57",0,,,,
146,CILIEGE,86,"86,2",38,159,"0,8",0,"0,8","0,1",0,"0,1","0,02","0,03","0,03","0,02","0,01",0,"0,03",0,9,0,9,"1,3",0,"0,6",30,3,229,18,"0,1","0,03","0,03","0,5",11,"0,04",4,19,0,114,"0,1",0,,,,
147,CIOCCOLATO AL LATTE,100,"1,7",565,2364,"8,9",6,"2,9","37,6","24,6",13,"21,93","11,83","12,04","1,03","0,29",0,"1,32",28,"50,8",0,"50,8","0,8",0,3,262,120,420,207,"0,2","0,09","0,39","0,6",0,"0,04",11,33,31,13,"0,55",0,,,,
148,CIOCCOLATO BIANCO,100,"0,6",529,2213,8,"5,4","2,6","30,9","20,2","10,7","18,02","9,72","9,89","0,85","0,23",0,"1,08",23,"58,3",0,"58,3","0,8",0,"0,2",270,110,350,230,"0,9","0,08","0,49","0,2",0,"0,07",10,26,13,75,"1,14",0,,,,
149,CIOCCOLATO CON NOCCIOLE,100,"2,1",571,2389,"9,3","5,4","3,9","40,1","22,1",18,"20,15","14,42","14,63","1,43","0,27",0,"1,7",25,"45,9",0,"45,9","1,4",0,3,251,109,425,219,"0,3","0,13","0,36","0,8",0,"0,1",17,33,28,30,"2,99",0,,,,
150,CIOCCOLATO FONDENTE,100,"1,1",542,2268,"5,8","4,2","1,6",34,22,12,"20,25","10,92","10,92","1,07",0,0,"1,07",0,"56,7",0,"56,7","1,4",0,5,51,11,300,186,"1,3","0,07","0,07","0,6",0,"0,03",12,9,0,54,"1,44",0,,,,
151,CIOCCOLATO GIANDUIA,100,"2,8",509,2130,"13,1",0,"13,1","28,8",0,"28,8","17,15","9,25","9,25","0,91",0,0,"0,91",0,"52,7",0,"52,7","2,5",0,"1,9",42,6,300,162,"1,3","0,26","0,26",2,0,"0,03",12,18,0,108,"1,44",0,,,,
152,CIPOLLE,83,"92,1",26,109,1,0,1,"0,1",0,"0,1","0,02","0,01","0,01","0,03",0,0,"0,03",0,"5,7",0,"5,7","1,1",0,"0,4",25,10,140,35,"0,3","0,02","0,03","0,5",5,"0,14",12,0,0,0,"0,22",0,,,,
153,CIPOLLINE,93,"88,2",38,159,"1,3",0,"1,3","0,1",0,"0,1","0,02","0,01","0,01","0,04",0,0,"0,04",0,"8,5",0,"8,5","1,7",0,"0,4",51,13,230,48,"0,2","0,05","0,04","0,8",6,"0,2",17,0,0,0,"0,31",0,,,,
154,CIPOLLINE SOTT'ACETO,100,"90,6",24,100,"0,9",0,"0,9","0,2",0,"0,2","0,03","0,03","0,03","0,07",0,0,"0,08",0,"4,9",0,"3,5","1,3",0,"0,2",22,450,93,23,"0,1","0,02",0,"0,1",0,"0,1",14,2,0,10,"0,31",0,,,,
155,COCA COLA,100,89,39,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,5",0,"10,5",0,0,0,5,8,1,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,
156,COCOMERO,52,"95,3",15,63,"0,4",0,"0,4",0,0,0,0,0,0,0,0,0,0,0,"3,7",0,"3,7","0,2",0,"0,2",7,3,280,2,"0,1","0,02","0,02","0,1",8,"0,08",1,37,0,222,"0,06",0,,,,
157,COGNAC,100,69,214,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,9",0,"0,9",0,"30,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
158,CONFETTI,100,"4,1",441,1845,"5,2",0,"5,2","16,7",0,"16,7","1,39","11,8","11,91","3,18","0,09",0,"3,28",0,"71,9",0,"71,9","4,6",0,"1,7",77,3,280,165,"1,1","0,1","0,14","0,7",0,"0,05",16,0,0,0,"7,77",0,,,,
159,CONIGLIO,68,"70,8","147,6666667","617,6666667","21,3","21,3",0,"6,766666667","6,766666667",0,"2,606666667","1,253333333","1,586666667","0,673333333","1,483333333",0,"2,156666667",65,"0,5",0,"0,5",0,0,"0,9","15,66666667","67,33333333","361,3333333",180,"1,433333333","0,12","0,106666667","3,566666667",0,"0,506666667",5,0,0,0,"0,18",0,,,,
160,CONIGLIO  FRATTAGLIE,100,70,147,615,"18,7","18,7",0,"7,9","7,9",0,"3,12","1,4","1,57","0,73","0,13","1,57","2,43",225,"0,4",0,"0,4",0,0,8,20,67,360,320,"1,4","0,31","0,5","5,7",9,"0,5",5,4550,4526,140,"0,13",0,,,,
161,CONO PER GELATO,100,"2,8",366,1531,"10,1",0,"10,1","3,3",0,"3,3","0,49","1,25","1,26","1,17","0,08",0,"1,25",0,"78,8","77,7","1,1",3,0,2,170,93,190,130,"0,7","0,2","0,04","2,3",0,"0,15",15,0,0,0,"1,38",0,,,,
162,COPPA,100,"34,8",494,2067,17,17,0,"47,3","47,3",0,"21,64","13,04","14,69","8,6","0,07",0,"8,67",66,0,0,0,0,0,"1,3",11,1335,320,170,3,"0,6","0,23","5,6",0,"0,36",3,0,0,0,"0,23",0,,,,
163,COTECHINO,100,"44,1",378,"1581,5","19,15","19,15",0,"33,5","33,5",0,"11,09","14,62","16,06","3,945","0,27","0,5","4,72",98,0,0,0,0,0,"2,1",30,1744,272,109,"4,1","0,2","0,16","5,15",0,"0,07",1,0,0,0,"0,24",0,,,,
164,COZZA,32,"82,1",84,351,"11,7","11,7",0,"2,7","2,7",0,"0,52","0,16","0,63","0,05","0,04","0,49","0,58",108,"3,4",0,0,0,0,"5,8",88,290,320,236,"1,6","0,12","0,16","1,6",0,"0,08",37,54,54,0,"1,11",0,,,,
165,CRACKERS AL FORMAGGIO,100,"5,5",502,2100,"9,8","1,2","8,6","25,5","13,1","12,4","9,45","8,79","9,07","4,5","0,38",0,"4,88",13,"62,1","62,1",0,"2,8",0,"4,8",151,995,145,218,"1,1","0,57","0,43","4,7",0,"0,55",25,30,28,18,"1,01","0,01",,,,
166,CRACKERS INTEGRALI,100,"2,7",443,1854,"8,8",0,"8,8","17,2",0,"17,2","3,08","9,46","9,49","2,63","0,06",0,"2,69",0,"58,1","58,1",0,"10,5",0,"3,1",50,659,297,295,"2,2","0,2","0,1","4,5",0,"0,18",28,0,0,0,"3,92",0,,,,
167,CRACKERS NON SALATI,100,"4,3",440,1841,"9,5",0,"9,5","16,3",0,"16,3","3,13","6,82","6,94","4,97","0,37",0,"5,34",0,"68,3","68,3",0,"6,1",0,"1,7",110,610,120,110,"0,7","0,23","0,05","1,7",0,"0,12",22,0,0,0,"1,3",0,,,,
168,CRACKERS SALATI,100,6,428,1791,"9,4",0,"9,4",10,0,10,"1,92","4,18","4,26","3,05","0,23",0,"3,27",0,"80,1","77,5","2,6","2,8",0,"1,7",110,879,120,110,"0,7","0,23","0,05","1,7",0,"0,12",22,0,0,0,"1,3",0,,,,
169,CRACKERS SENZA GRASSI,100,"3,4",393,1644,"10,5",0,"10,5","1,6",0,"1,6","0,24","0,14","0,14","0,65","0,04",0,"0,69",0,"79,6","79,6",0,"2,7",0,"7,7",22,636,115,113,"0,9","0,52","0,59","5,7",0,"0,09",13,0,0,0,"0,08",0,,,,
170,CRACOTTE,100,"5,7",348,1456,"10,5",0,"10,5","1,2",0,"1,2","0,13","0,13","0,13","0,44","0,07",0,"0,51",0,"78,8","75,2","3,6","9,2",0,"2,1",80,640,500,3,"0,6","0,28","0,14","1,1",0,"0,29",35,0,0,0,"0,5",0,,,,
171,CRAUTI,100,91,24,100,"1,5",0,"1,5","0,3",0,"0,3","0,08","0,02","0,03","0,06","0,05","0,02","0,13",0,4,0,4,"1,1",0,"0,6",48,355,288,43,"0,4","0,03","0,05","0,2",20,"0,15",16,0,0,0,"0,2",0,,,,
172,CREMA DI CACAO E NOCCIOLE,100,"0,8",537,2247,"6,9","4,6","2,3","32,4",22,"10,4","9,92","16,44","16,49","2,02","0,12","2,38","4,52",2,"58,1",0,"58,1","1,2",0,"3,6",143,50,370,164,1,"0,03","0,1","0,5",0,"0,1",11,0,0,0,"0,45",0,,,,
173,CREMA PER PASTICCERIA,100,59,192,803,"4,8","4,2","0,6","6,4","6,4",0,"2,63","2,12","2,39","0,53","0,05","0,03","0,61",68,"30,7","4,8","25,9","0,2",0,"0,8",97,38,110,136,"0,8","0,08","0,16","0,1",0,"0,09",23,115,108,40,"0,49","0,7",,,,
174,CREME CARAMEL,100,72,109,456,3,"2,2","0,8","2,2","2,1","0,1","1,35","0,57","0,62","0,05","0,04",0,"0,09",12,"20,6","2,6",18,"0,1",0,0,94,70,150,77,"0,3","0,03","0,2","0,1",0,"0,03",8,38,37,8,"0,16","0,07",,,,
175,CRESCIONE,62,"92,5",22,92,3,0,3,1,0,1,"0,27","0,06","0,08","0,12","0,23",0,"0,35",0,"0,4",0,"0,4",3,0,"2,2",170,49,230,52,"0,7","0,16","0,06","0,3",62,"0,23",14,420,0,2520,"1,46",0,,,,
176,CROSTATA CON MARMELLATA,100,"20,9",339,1418,"4,9","1,6","3,3","8,2","8,1","0,1","4,56","2,09","2,37","0,29","0,11",0,"0,41",52,"65,5","25,9","39,6","1,6",0,"1,4",55,230,110,46,"0,3","0,07","0,01","0,5",2,"0,04",4,73,62,68,"0,74","0,64",,,,
177,CRUSCA DI GRANO,100,"8,3",206,862,"14,1",0,"14,1","5,5",0,"5,5","0,93","0,69","0,73","2,68","0,18",0,"2,86",0,"26,8",23,"3,8","39,6",0,"12,9",110,28,1160,1200,"16,2","0,89","0,36","29,6",0,"1,38",260,0,0,0,"2,6",0,,,,
178,CUMINO,100,"8,1",375,1569,"17,8",0,"17,8","22,3",0,"22,3","0,72","14,86","14,86","2,53",0,0,"2,53",0,"33,7",0,"33,7","10,5",0,"66,4",931,168,1788,499,"4,8","0,63","0,33","4,6",8,"0,44",0,127,0,762,"2,72",0,,,,
179,DADI PER BRODO,100,"4,6",152,636,"15,7","15,7",0,"18,7","18,7",0,"9,09","6,76","7,61","0,59","0,11",0,"0,7",10,5,4,1,"0,2",0,"1,2",60,16982,446,320,"0,8","0,07","0,24","4,5",0,"0,57",1050,15,15,0,0,0,,,,
180,DADI PER BRODO VEGETALE,100,"5,7",253,1059,"13,5",0,"13,5","17,3",0,"17,3","4,33","7,7","7,7","4,24","0,28",0,"4,52",0,"11,6","9,4","2,2",0,0,"2,8",47,16800,390,120,"0,4","5,18","0,45","2,2",0,"0,1",30,15,0,90,0,0,,,,
181,DAIKON,87,93,15,63,"0,8",0,"0,8","0,1",0,"0,1","0,03","0,02","0,02","0,02","0,03",0,"0,05",0,"2,9",0,"2,9","1,5",0,"0,4",30,27,220,25,"0,3","0,03","0,02","0,5",24,"0,07",38,0,0,0,0,0,,,,
182,DATTERI,100,"60,7",124,519,"1,5",0,"1,5","0,1",0,"0,1","0,04","0,03","0,03","0,01",0,0,"0,01",0,"31,3",0,"31,3","3,6",0,"0,3",24,7,410,28,"0,2","0,06","0,07","0,7",14,"0,12",25,3,0,18,"0,1",0,,,,
183,DATTERI SECCHI,90,"17,3",253,1059,"2,7",0,"2,7","0,6",0,"0,6","0,25","0,2","0,2","0,04",0,0,"0,04",0,"63,1",0,"63,1","8,7",0,"2,7",69,5,750,65,"0,4","0,08","0,15","2,2",0,"0,19",13,5,0,30,"0,1",0,,,,
184,DENTICE,65,"76,1",101,423,"16,7","16,7",0,"3,5","3,5",0,"0,45","0,33","0,68",0,"0,18","1,8","1,98",70,"0,7",0,"0,7",0,0,"1,2",38,77,350,264,"0,5","0,08","0,1","2,1",0,"0,19",5,48,48,0,"0,4",0,,,,
185,DOLCE VERDE,100,"52,5",266,1113,"19,1","19,1",0,20,20,0,"12,41","5,47","6,47","0,41","0,29",0,"0,71",90,"2,5",0,"2,5",0,0,"0,3",360,770,93,300,1,"0,03","0,3","0,1",0,"0,07",52,343,315,165,"0,54","0,24",,,,
186,DOLCIFICANTE ASPARTAME,100,"0,5",400,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97,5",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
187,DOLCIFICANTE FRUTTOSIO,100,"0,4",400,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,5",0,"99,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
188,DOLCIFICANTE SACCARINA,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
189,EDAM  FRESCO,100,48,306,1280,26,26,0,22,22,0,"13,14","5,78",7,"0,29","0,31",0,"0,6",102,1,0,1,0,0,"0,5",675,1250,100,387,"2,2","0,03","0,2","0,1",1,"0,09",40,283,260,140,"0,42","0,16",,,,
190,EDAM STAGIONATO,100,42,345,1443,29,29,0,25,25,0,"15,8","6,21","7,31","0,38","0,22",0,"0,6",102,1,0,1,0,0,"0,5",750,1250,100,430,"2,2","0,03","0,2","0,1",1,"0,09",40,317,290,160,"0,48","0,19",,,,
191,EMMENTHAL,100,"34,6",403,1686,"28,5","28,5",0,"30,6","30,6",0,"18,4","9,05","9,82","1,37","0,45",0,"1,82",100,"3,6",0,"3,6",0,0,"0,3",1145,450,107,700,5,"0,01","0,45","0,1",1,"0,09",20,136,124,70,"0,44","0,25",,,,
192,ERBA CIPOLLINA,100,91,23,96,"2,8",0,"2,8","0,6",0,"0,6","0,12","0,08","0,08","0,21","0,01",0,"0,22",0,"1,7",0,"1,7","1,9",0,"1,6",85,5,230,50,"0,4","0,1","0,18","0,7",45,"0,2",105,383,0,2300,"1,6",0,,,,
